Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Experience Growth Total,Pre-Evolution Pokemon Id
823,Corviknight,Raven Pokémon,Gigantamax,,14.0,0.0,Flying,Steel,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Mirror Armor,Bounces back only the stat-lowering effects that the Pokémon receives.,Sword,98,87,105,53,85,67,495,0,0,3,0,0,0,3,1059860,
824,Blipbug,Larva Pokémon,,,0.4,8.0,Bug,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Telepathy,Anticipates an ally's attack and dodges it.,Sword,25,20,20,25,45,45,180,0,0,0,0,1,0,1,1000000,
825,Dottler,Radome Pokémon,,,0.4,19.5,Bug,Psychic,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Telepathy,Anticipates an ally's attack and dodges it.,Sword,50,35,80,50,90,30,335,0,0,0,0,2,0,2,1000000,1485.0
826,Orbeetle,Seven Spot Pokémon,,,0.4,40.8,Bug,Psychic,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Telepathy,Anticipates an ally's attack and dodges it.,Sword,60,45,110,80,120,90,505,0,0,0,0,3,0,3,1000000,1486.0
826,Orbeetle,Seven Spot Pokémon,Gigantamax,,14.0,0.0,Bug,Psychic,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Telepathy,Anticipates an ally's attack and dodges it.,Sword,60,45,110,80,120,90,505,0,0,0,0,3,0,3,1000000,
827,Nickit,Fox Pokémon,,,0.6,8.9,Dark,,Run Away,Enables a sure getaway from wild Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,Sword,40,28,28,47,52,50,245,0,0,0,0,1,0,1,800000,
828,Thievul,Fox Pokémon,,,1.2,19.9,Dark,,Run Away,Enables a sure getaway from wild Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,Sword,70,58,58,87,92,90,455,0,0,0,0,2,0,2,800000,1488.0
829,Gossifleur,Flowering Pokémon,,,0.4,2.2,Grass,,Cotton Down,"When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself.",Regenerator,Restores a little HP when withdrawn from battle.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Sword,40,40,60,40,60,10,250,0,0,0,0,1,0,1,1000000,
830,Eldegoss,Cotton Bloom Pokémon,,,0.5,2.5,Grass,,Cotton Down,"When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself.",Regenerator,Restores a little HP when withdrawn from battle.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Sword,60,50,90,80,120,60,460,0,0,0,0,2,0,2,1000000,1490.0
831,Wooloo,Sheep Pokémon,,,0.6,6.0,Normal,,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Run Away,Enables a sure getaway from wild Pokémon.,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Sword,42,40,55,40,45,48,270,0,0,1,0,0,0,1,1000000,
832,Dubwool,Sheep Pokémon,,,1.3,43.0,Normal,,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Sword,72,80,100,60,90,88,490,0,0,2,0,0,0,2,1000000,1492.0
833,Chewtle,Snapping Pokémon,,,0.3,8.5,Water,,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Sword,50,64,50,38,38,44,284,0,1,0,0,0,0,1,1000000,
834,Drednaw,Bite Pokémon,,,1.0,115.5,Water,Rock,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Sword,90,115,90,48,68,74,485,0,2,0,0,0,0,2,1000000,1494.0
834,Drednaw,Bite Pokémon,Gigantamax,,24.0,0.0,Water,Rock,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Sword,90,115,90,48,68,74,485,0,2,0,0,0,0,2,1000000,
835,Yamper,Puppy Pokémon,,,0.3,13.5,Electric,,Ball Fetch,"If the Pokémon is not holding an item, it will fetch the Poke Ball from the first failed throw of the battle.",,,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",Sword,59,45,50,40,50,26,270,1,0,0,0,0,0,1,800000,
836,Boltund,Dog Pokémon,,,1.0,34.0,Electric,,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,,,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Sword,69,90,60,90,60,121,490,0,0,0,0,0,2,2,800000,1496.0
837,Rolycoly,Coal Pokémon,,,0.3,12.0,Rock,,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Heatproof,The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Sword,30,40,50,40,50,30,240,0,0,1,0,0,0,1,1059860,
838,Carkol,Coal Pokémon,,,1.1,78.0,Rock,Fire,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokémon may burn the attacker.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Sword,80,60,90,60,70,50,410,0,0,2,0,0,0,2,1059860,1498.0
839,Coalossal,Coal Pokémon,,,2.8,310.5,Rock,Fire,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokémon may burn the attacker.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Sword,110,80,120,80,90,30,510,0,0,3,0,0,0,3,1059860,1499.0
839,Coalossal,Coal Pokémon,Gigantamax,,42.0,0.0,Rock,Fire,Steam Engine,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokémon may burn the attacker.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Sword,110,80,120,80,90,30,510,0,0,3,0,0,0,3,1059860,
840,Applin,Apple Core Pokémon,,,0.2,0.5,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Bulletproof,Protects the Pokémon from some ball and bomb moves.,Sword,40,40,80,40,40,20,260,0,0,1,0,0,0,1,600000,
841,Flapple,Apple Wing Pokémon,,,0.3,1.0,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Sword,70,110,80,95,60,70,485,0,2,0,0,0,0,2,600000,1501.0
841,Flapple,Apple Wing Pokémon,Gigantamax,,24.0,0.0,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Hustle,"Boosts the Attack stat, but lowers accuracy.",Sword,70,110,80,95,60,70,485,0,2,0,0,0,0,2,600000,
842,Appletun,Apple Nectar Pokémon,Gigantamax,,24.0,0.0,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Sword,110,85,80,100,80,30,485,2,0,0,0,0,0,2,600000,
842,Appletun,Apple Nectar Pokémon,,,0.4,13.0,Grass,Dragon,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Sword,110,85,80,100,80,30,485,2,0,0,0,0,0,2,600000,1501.0
843,Silicobra,Sand Snake Pokémon,,,2.2,7.6,Ground,,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Sword,52,57,75,35,50,46,315,0,0,1,0,0,0,1,1000000,
844,Sandaconda,Sand Snake Pokémon,,,3.8,65.5,Ground,,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Sword,72,107,125,65,70,71,510,0,0,2,0,0,0,2,1000000,1504.0
844,Sandaconda,Sand Snake Pokémon,Gigantamax,,22.0,0.0,Ground,,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Sword,72,107,125,65,70,71,510,0,0,2,0,0,0,2,1000000,
845,Cramorant,Gulp Pokémon,,,0.8,18.0,Flying,Water,Gulp Missile,"When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack.",,,,,Sword,70,85,55,85,95,85,475,0,0,0,0,2,0,2,1000000,
846,Arrokuda,Rush Pokémon,,,0.5,1.0,Water,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Propeller Tail,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,Sword,41,63,40,40,30,66,280,0,0,0,0,0,1,1,1250000,
847,Barraskewda,Skewer Pokémon,,,1.3,30.0,Water,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Propeller Tail,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,Sword,61,123,60,60,50,136,490,0,0,0,0,0,2,2,1250000,1507.0
848,Toxel,Baby Pokémon,,,0.4,11.0,Electric,Poison,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Klutz,The Pokémon can't use any held items.,Sword,40,38,35,54,35,40,242,0,0,0,1,0,0,1,1059860,
849,Toxtricity,Punk Pokémon,,,1.6,40.0,Electric,Poison,Punk Rock,Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokémon's weaker moves.,Sword,75,98,70,114,70,75,502,0,0,0,2,0,0,2,1059860,14.0
849,Toxtricity,Punk Pokémon,Low Key,,1.6,40.0,Electric,Poison,Punk Rock,Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokémon's weaker moves.,Sword,75,98,70,114,70,75,502,0,0,0,2,0,0,2,1059860,14.0
849,Toxtricity,Punk Pokémon,Gigantamax,,24.0,0.0,Electric,Poison,Punk Rock,Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokémon's weaker moves.,Sword,75,98,70,114,70,75,502,0,0,0,2,0,0,2,1059860,
849,Toxtricity,Punk Pokémon,Low Key Gigantamax,,24.0,0.0,Electric,Poison,Punk Rock,Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokémon's weaker moves.,Sword,75,98,70,114,70,75,502,0,0,0,2,0,0,2,1059860,
850,Sizzlipede,Radiator Pokémon,,,0.7,1.0,Fire,Bug,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",Flame Body,Contact with the Pokémon may burn the attacker.,Sword,50,65,45,50,50,45,305,0,1,0,0,0,0,1,1000000,
851,Centiskorch,Radiator Pokémon,,,3.0,120.0,Fire,Bug,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",Flame Body,Contact with the Pokémon may burn the attacker.,Sword,100,115,65,90,90,65,525,0,2,0,0,0,0,2,1000000,1509.0
851,Centiskorch,Radiator Pokémon,Gigantamax,,75.0,0.0,Fire,Bug,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",Flame Body,Contact with the Pokémon may burn the attacker.,Sword,100,115,65,90,90,65,525,0,2,0,0,0,0,2,1000000,
852,Clobbopus,Tantrum Pokémon,,,0.6,4.0,Fighting,,Limber,Its limber body protects the Pokémon from paralysis.,,,Technician,Powers up the Pokémon's weaker moves.,Sword,50,68,60,50,50,32,310,0,1,0,0,0,0,1,1059860,
853,Grapploct,Jujitsu Pokémon,,,1.6,39.0,Fighting,,Limber,Its limber body protects the Pokémon from paralysis.,,,Technician,Powers up the Pokémon's weaker moves.,Sword,80,118,90,70,80,42,480,0,2,0,0,0,0,2,1059860,1511.0
854,Sinistea,Black Tea Pokémon,,,0.1,0.2,Ghost,,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokémon.,Sword,40,45,45,74,54,50,308,0,0,0,1,0,0,1,1000000,
854,Sinistea,Black Tea Pokémon,Antique,,0.1,0.2,Ghost,,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokémon.,Sword,40,45,45,74,54,50,308,0,0,0,1,0,0,1,1000000,
855,Polteageist,Black Tea Pokémon,Antique,,0.2,0.4,Ghost,,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokémon.,Sword,60,65,65,134,114,70,508,0,0,0,2,0,0,2,1000000,1761.0
855,Polteageist,Black Tea Pokémon,,,0.2,0.4,Ghost,,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokémon.,Sword,60,65,65,134,114,70,508,0,0,0,2,0,0,2,1000000,1513.0
856,Hatenna,Calm Pokémon,,,0.4,3.4,Psychic,,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,Sword,42,30,45,56,53,39,265,0,0,0,1,0,0,1,1250000,
857,Hattrem,Serene Pokémon,,,0.6,4.8,Psychic,,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,Sword,57,40,65,86,73,49,370,0,0,0,2,0,0,2,1250000,1515.0
858,Hatterene,Silent Pokémon,,,2.1,5.1,Psychic,Fairy,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,Sword,57,90,95,136,103,29,510,0,0,0,3,0,0,3,1250000,1516.0
858,Hatterene,Silent Pokémon,Gigantamax,,26.0,0.0,Psychic,Fairy,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,Sword,57,90,95,136,103,29,510,0,0,0,3,0,0,3,1250000,
859,Impidimp,Wily Pokémon,,,0.4,5.5,Dark,Fairy,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,Sword,45,45,30,55,40,50,265,0,0,0,1,0,0,1,1000000,
860,Morgrem,Devious Pokémon,,,0.8,12.5,Dark,Fairy,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,Sword,65,60,45,75,55,70,370,0,0,0,2,0,0,2,1000000,1518.0
861,Grimmsnarl,Bulk Up Pokémon,,,1.5,61.0,Dark,Fairy,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,Sword,95,120,65,95,75,60,510,0,3,0,0,0,0,3,1000000,1519.0
861,Grimmsnarl,Bulk Up Pokémon,Gigantamax,,32.0,0.0,Dark,Fairy,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,Sword,95,120,65,95,75,60,510,0,3,0,0,0,0,3,1000000,
862,Obstagoon,Blocking Pokémon,,,1.6,46.0,Dark,Normal,Reckless,Powers up moves that have recoil damage.,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Sword,93,90,101,60,81,95,520,0,0,3,0,0,0,3,1000000,1467.0
863,Perrserker,Viking Pokémon,,,0.8,28.0,Steel,,Battle Armor,Hard armor protects the Pokémon from critical hits.,Tough Claws,Powers up moves that make direct contact.,Steely Spirit,Powers up ally Pokémon's Steel-type moves.,Sword,70,110,100,50,60,50,440,0,2,0,0,0,0,2,1000000,98.0
864,Cursola,Coral Pokémon,,,1.0,0.4,Ghost,,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Perish Body,"When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle.",Sword,60,95,50,145,130,30,510,0,0,0,2,0,0,2,800000,1389.0
865,Sirfetch'd,Wild Duck Pokémon,,,0.8,117.0,Fighting,,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,Sword,62,135,95,68,82,65,507,0,2,0,0,0,0,2,1000000,1369.0
866,Mr. Rime,Comedian Pokémon,,,1.5,58.2,Ice,Psychic,Tangled Feet,Raises evasiveness if the Pokémon is confused.,Screen Cleaner,"When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.",Ice Body,The Pokémon gradually regains HP in a snowstorm.,Sword,80,85,75,110,100,70,520,0,0,0,3,0,0,3,1000000,1377.0
867,Runerigus,Grudge Pokémon,,,1.6,66.6,Ground,Ghost,Wandering Spirit,The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.,,,,,Sword,58,95,145,50,105,30,483,0,0,2,0,0,0,2,1000000,1464.0
868,Milcery,Cream Pokémon,,,0.2,0.3,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,45,40,40,50,61,34,270,0,0,0,0,1,0,1,1000000,
869,Alcremie,Cream Pokémon,,,0.3,0.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,1483.0
869,Alcremie,Cream Pokémon,Ruby Cream,,0.3,0.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,1483.0
869,Alcremie,Cream Pokémon,Matcha Cream,,0.3,0.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,1483.0
869,Alcremie,Cream Pokémon,Mint Cream,,0.3,0.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,1483.0
869,Alcremie,Cream Pokémon,Lemon Cream,,0.3,0.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,1483.0
869,Alcremie,Cream Pokémon,Salted Cream,,0.3,0.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,1483.0
869,Alcremie,Cream Pokémon,Ruby Swirl,,0.3,0.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,1483.0
869,Alcremie,Cream Pokémon,Caramel Swirl,,0.3,0.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,1483.0
869,Alcremie,Cream Pokémon,Rainbow Swirl,,0.3,0.5,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,1483.0
869,Alcremie,Cream Pokémon,Gigantamax,,30.0,0.0,Fairy,,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,Sword,65,60,75,110,121,64,495,0,0,0,0,2,0,2,1000000,
870,Falinks,Formation Pokémon,,,3.0,62.0,Fighting,,Battle Armor,Hard armor protects the Pokémon from critical hits.,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Sword,60,100,100,70,60,75,465,0,2,0,0,1,0,3,1000000,
871,Pincurchin,Sea Urchin Pokémon,,,0.3,1.0,Electric,,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",,,Electric Surge,Turns the ground into Electric Terrain when the Pokémon enters a battle.,Sword,48,101,95,91,85,15,435,0,2,0,0,0,0,2,1000000,
872,Snom,Worm Pokémon,,,0.3,3.8,Ice,Bug,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,,,Ice Scales,"The Pokémon is protected by ice scales, which halve the damage taken from special moves.",Sword,30,25,35,45,30,20,185,0,0,0,1,0,0,1,1000000,
873,Frosmoth,Frost Moth Pokémon,,,1.3,42.0,Ice,Bug,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,,,Ice Scales,"The Pokémon is protected by ice scales, which halve the damage taken from special moves.",Sword,70,65,60,125,90,65,475,0,0,0,2,0,0,2,1000000,1481.0
874,Stonjourner,Big Rock Pokémon,,,2.5,520.0,Rock,,Power Spot,Just being next to the Pokémon powers up moves.,,,,,Sword,100,125,135,20,20,70,470,0,0,2,0,0,0,2,1250000,
875,Eiscue,Penguin Pokémon,,,1.4,89.0,Ice,,Ice Face,"The Pokémon's ice head can take a physical attack as a substitute, but the attack also changes the Pokémon's appearance. The ice will be restored when it hails.",,,,,Sword,75,80,110,65,90,50,470,0,0,2,0,0,0,2,1250000,
875,Eiscue,Penguin Pokémon,Noice,,1.4,89.0,Ice,,Ice Face,"The Pokémon's ice head can take a physical attack as a substitute, but the attack also changes the Pokémon's appearance. The ice will be restored when it hails.",,,,,Sword,75,80,70,65,50,130,470,0,0,2,0,0,0,2,1250000,
876,Indeedee,Emotion Pokémon,,,0.9,28.0,Psychic,Normal,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Psychic Surge,Turns the ground into Psychic Terrain when the Pokémon enters a battle.,Sword,60,65,55,105,95,95,475,0,0,0,2,0,0,2,800000,
876,Indeedee,Emotion Pokémon,Female,,0.9,28.0,Psychic,Normal,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Psychic Surge,Turns the ground into Psychic Terrain when the Pokémon enters a battle.,Sword,70,55,65,95,105,85,475,0,0,0,0,2,0,2,800000,
877,Morpeko,Two-Sided Pokémon,,,0.3,3.0,Electric,Dark,Hunger Switch,"The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.",,,,,Sword,58,95,58,70,58,97,436,0,0,0,0,0,2,2,1000000,
878,Cufant,Copperderm Pokémon,,,1.2,100.0,Steel,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Heavy Metal,Doubles the Pokémon's weight.,Sword,72,80,49,40,49,40,330,0,1,0,0,0,0,1,1000000,
879,Copperajah,Copperderm Pokémon,,,3.0,650.0,Steel,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Heavy Metal,Doubles the Pokémon's weight.,Sword,122,130,69,80,69,30,500,0,2,0,0,0,0,2,1000000,1475.0
879,Copperajah,Copperderm Pokémon,Gigantamax,,23.0,0.0,Steel,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,Heavy Metal,Doubles the Pokémon's weight.,Sword,122,130,69,80,69,30,500,0,2,0,0,0,0,2,1000000,
880,Dracozolt,Fossil Pokémon,,,1.8,190.0,Electric,Dragon,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Sword,90,100,90,80,70,75,505,0,2,0,0,0,0,2,1250000,
881,Arctozolt,Fossil Pokémon,,,2.3,150.0,Electric,Ice,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,Sword,90,100,90,90,80,55,505,0,2,0,0,0,0,2,1250000,
882,Dracovish,Fossil Pokémon,,,2.3,215.0,Water,Dragon,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Sword,90,90,100,70,80,75,505,0,0,2,0,0,0,2,1250000,
